06.06.2025                                                                                  Dynamic List Display                                                                                                                                           1


	/BIC/MD_CUS	OBJVERS	CHANGED	/BIC/MD_C_ALT	/BIC/MD_EM_BD	/BIC/MD_CU_MS	/BIC/MD_EM_GN	/BIC/MD_EM_EM	/BIC/MD_CU_YI	/BIC/MD_CU_ED	/BIC/MD_CU_OC	/BIC/MD_CU_HO	/BIC/MD_CU_NC	/BIC/MD_AD	/BIC/MD_PH
	      18698	A		AW00018698	06.07.1968	S	F	JACLYN38@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           1	3847 LARCH CT	1 (11) 500 555-0190
	      18699	A		AW00018699	17.10.1968	M	M	BLAKE68@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           1	2107 CARDINAL	1 (11) 500 555-0197
	      18700	A		AW00018700	06.10.1968	S	M	ERNEST10@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00000	           1	1162 RELIEF VALLEY CT	1 (11) 500 555-0174
	      18701	A		AW00018701	02.08.1968	S	M	KENNETH8@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           1	2775 ROBINSON AVE.	1 (11) 500 555-0121
	      18702	A		AW00018702	08.04.1968	S	F	ADRIANA9@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           1	280 PLYMOUTH DR.	1 (11) 500 555-0132
	      18703	A		AW00018703	10.09.1967	S	M	VINCENT6@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00000	           1	6897 DEERFIELD DR.	1 (11) 500 555-0119
	      18704	A		AW00018704	21.02.1967	M	F	LACEY8@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00001	           3	1687 CHAPARRAL COURT	1 (11) 500 555-0185
	      18705	A		AW00018705	28.08.1967	M	M	KARL20@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00001	           3	9039 BLOCKING CT.	1 (11) 500 555-0149
	      18706	A		AW00018706	19.05.1969	S	M	DARRYL19@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           1	995 ROUNDTREE PLACE	1 (11) 500 555-0118
	      18707	A		AW00018707	28.04.1969	M	M	MARSHALL21@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           1	3140 PARK TREE CT	1 (11) 500 555-0120
	      18708	A		AW00018708	24.11.1969	M	M	MICAH21@ADVENTURE-WORKS.COM	 120.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	971 HARNESS CIRCLE	1 (11) 500 555-0120
	      18709	A		AW00018709	06.06.1969	M	M	DARREN25@ADVENTURE-WORKS.COM	 130.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	2234 STIMEL DR.	1 (11) 500 555-0184
	      18710	A		AW00018710	21.08.1969	M	M	RICARDO3@ADVENTURE-WORKS.COM	 130.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           0	1454 COLTON LN	1 (11) 500 555-0172
	      18711	A		AW00018711	14.05.1967	S	F	EMMA67@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00001	           4	473 AKYN ROCK DRIVE	1 (11) 500 555-0144
	      18712	A		AW00018712	10.08.1966	M	M	GLENN19@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           3	631 ELLIOTT DR.	1 (11) 500 555-0115
	      18713	A		AW00018713	15.11.1966	M	F	ROSA5@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           3	5673 ARLINGTON CIRCLE	1 (11) 500 555-0178
	      18714	A		AW00018714	15.08.1966	M	M	FRANCISCO18@ADVENTURE-WORKS.COM	  80.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           3	8108 GOEN ROAD	1 (11) 500 555-0115
	      18715	A		AW00018715	25.09.1965	M	M	RAFAEL41@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           1	8869 LIGHTWOOD DRIVE	1 (11) 500 555-0113
	      18716	A		AW00018716	01.08.1968	M	M	SETH43@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	3639 BLACKRIDGE DRIVE	1 (11) 500 555-0180
	      18717	A		AW00018717	21.01.1965	M	F	CASSANDRA0@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	7907 EAGLE PEAK ROAD	1 (11) 500 555-0176
	      18718	A		AW00018718	10.06.1965	S	F	SUSAN13@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	7848 SILVER CYPRESS CT.	1 (11) 500 555-0164
	      18719	A		AW00018719	20.10.1964	M	M	ALBERTO18@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           3	7289 LAS QUEBRADOS LN	1 (11) 500 555-0182
	      18720	A		AW00018720	28.12.1963	M	F	TAYLOR53@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           4	4672 CARDINAL	1 (11) 500 555-0174
	      18721	A		AW00018721	05.06.1963	S	M	ANDY6@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00000	           2	6863 SHAKESPEARE DR	1 (11) 500 555-0167
	      18722	A		AW00018722	19.07.1963	S	M	JONATHON7@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           2	8308 LA SALLE AVE.	1 (11) 500 555-0118
	      18723	A		AW00018723	19.05.1963	S	F	LACEY28@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00000	           2	6900 CHISHOLM WAY	1 (11) 500 555-0191
	      18724	A		AW00018724	06.11.1967	M	F	DENISE16@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	PROFESSIONAL	        00001	           4	3815 BERRY DR.	1 (11) 500 555-0174
	      18725	A		AW00018725	09.10.1967	S	F	DENISE4@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	PROFESSIONAL	        00001	           0	3252 HAMLET	1 (11) 500 555-0118
	      18726	A		AW00018726	02.03.1962	S	F	KATRINA21@ADVENTURE-WORKS.COM	  60.000,000	BACHELORS	PROFESSIONAL	        00001	           1	1020 CARLETTO DRIVE	1 (11) 500 555-0129
	      18727	A		AW00018727	10.10.1961	S	F	HAILEY58@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	5222 MICHAEL LANCE	1 (11) 500 555-0127
	      18728	A		AW00018728	20.04.1966	M	M	ROGER33@ADVENTURE-WORKS.COM	 100.000,000	BACHELORS	PROFESSIONAL	        00000	           1	2059 CLAYTON RD	1 (11) 500 555-0158
	      18729	A		AW00018729	06.04.1960	S	M	EVAN23@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	7113 EASTGATE AVE.	1 (11) 500 555-0131
	      18730	A		AW00018730	10.04.1959	M	M	JOHNATHAN8@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	PROFESSIONAL	        00001	           1	4186 SILVER OAKS PL.	1 (11) 500 555-0185
	      18731	A		AW00018731	02.07.1959	S	M	BRETT4@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	PROFESSIONAL	        00001	           1	6679 CORNELIUS DR	1 (11) 500 555-0150
	      18732	A		AW00018732	19.05.1932	M	M	ZACHARY1@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           2	5891 MADHATTER LN	1 (11) 500 555-0171
	      18733	A		AW00018733	23.10.1965	S	M	RAFAEL16@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	7588 DEERFIELD DR	1 (11) 500 555-0167
	      18734	A		AW00018734	14.05.1964	S	F	BARBARA50@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           1	4202 NORTHRIDGE DR.	1 (11) 500 555-0121
	      18735	A		AW00018735	20.10.1964	S	F	LATASHA6@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00001	           1	5522 DEER RIDGE WAY	1 (11) 500 555-0166
	      18736	A		AW00018736	13.06.1959	S	F	ASHLEY37@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	PROFESSIONAL	        00001	           1	5843 WESTWOOD COURT	1 (11) 500 555-0136
	      18737	A		AW00018737	21.07.1959	S	M	RICKY1@ADVENTURE-WORKS.COM	 100.000,000	BACHELORS	PROFESSIONAL	        00001	           1	1218 TRASHER ROAD	1 (11) 500 555-0165
	      18738	A		AW00018738	12.04.1963	S	F	TAMARA17@ADVENTURE-WORKS.COM	  70.000,000	BACHELORS	PROFESSIONAL	        00000	           2	2229 OAK RD.	1 (11) 500 555-0189
	      18739	A		AW00018739	27.06.1961	M	F	CHRISTY29@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	1804 B SOUTHAMPTON RD.	1 (11) 500 555-0127
	      18740	A		AW00018740	04.09.1958	M	M	ADAM43@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	PROFESSIONAL	        00000	           1	5070 PARAISO CT	1 (11) 500 555-0163
	      18741	A		AW00018741	23.01.1936	M	M	EDGAR18@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           2	7490 NORTHWOOD DR	1 (11) 500 555-0183
	      18742	A		AW00018742	18.06.1960	M	M	DON6@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           3	4167 DEERCREEK LN	1 (11) 500 555-0118
	      18743	A		AW00018743	11.10.1960	M	M	GLENN13@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           3	3128 RAMSEY CIRCLE	1 (11) 500 555-0118
	      18744	A		AW00018744	27.07.1960	M	F	APRIL12@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           3	3119 MORETTI DRIVE	1 (11) 500 555-0162
	      18745	A		AW00018745	18.10.1957	M	F	BROOKE8@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	6140 SCENIC DRIVE	1 (11) 500 555-0127
	      18746	A		AW00018746	15.11.1957	S	M	REGINALD12@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	7435 RICARDO	1 (11) 500 555-0135
	      18747	A		AW00018747	09.05.1956	S	F	JACQUELYN3@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	5191 FISHY LANE	1 (11) 500 555-0185
	      18748	A		AW00018748	21.12.1949	M	F	GABRIELLE0@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3854 GALINDO ST.	1 (11) 500 555-0134
	      18749	A		AW00018749	14.08.1976	M	F	OLIVIA24@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	2844 PLYMOUTH DRIVE	478-555-0145
	      18750	A		AW00018750	04.05.1976	M	F	ALEXANDRA31@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	8168 EAKER WAY	439-555-0168
	      18751	A		AW00018751	03.06.1976	S	F	KARI11@ADVENTURE-WORKS.COM	  30.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	2394 PEPPERIDGE WAY	471-555-0166
	      18752	A		AW00018752	27.06.1975	S	F	SAMANTHA24@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           1	8241 SEAWIND DR.	171-555-0197
	      18753	A		AW00018753	19.05.1975	S	M	JAMES73@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           1	9293 MT. WASHINGTON WAY	116-555-0196
	      18754	A		AW00018754	26.09.1975	S	F	ISABELLA41@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	4123 CLARK CREEK LANE	807-555-0130
	      18755	A		AW00018755	24.08.1976	S	M	CHRISTOPHER21@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	7513 ROYAL LINKS CT.	410-555-0143
	      18756	A		AW00018756	03.05.1976	S	F	ISABELLA71@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	4427 LANGFORD COURT	501-555-0117
	      18757	A		AW00018757	18.08.1976	M	M	FREDERICK7@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	7568 W. HOLLY DRIVE	852-555-0172
	      18758	A		AW00018758	02.03.1979	S	M	DEVIN66@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	6748 ALFRED AVE.	757-555-0140
	      18759	A		AW00018759	11.02.1978	S	M	DEVIN38@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	2742 CINCERTO CIRCLE	425-555-0163
	      18760	A		AW00018760	06.02.1978	M	F	MORGAN72@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	451 BUSKIRK AVE.	321-555-0111
	      18761	A		AW00018761	06.10.1978	S	M	LUIS51@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00001	           2	107 WOODSIDE COURT	616-555-0158
	      18762	A		AW00018762	22.05.1978	M	F	ARTHUR44@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3997 ASH LANE	175-555-0196
	      18763	A		AW00018763	24.02.1938	M	F	JULIE20@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00000	           2	95 HONEY TRAIL LANE	1 (11) 500 555-0156
	      18764	A		AW00018764	24.12.1977	M	F	NATALIE56@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	8245 HIGHLAND DR.	882-555-0172
	      18765	A		AW00018765	18.08.1977	S	M	NOAH25@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	2750 LOGAN CT	164-555-0113
	      18766	A		AW00018766	15.01.1940	M	M	FRANCISCO6@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	CLERICAL	        00000	           2	11 SUNRISE DRIVE	1 (11) 500 555-0151
	      18767	A		AW00018767	10.12.1940	M	M	GARY19@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	1455 FOUNTAIN ROAD	1 (11) 500 555-0174
	      18768	A		AW00018768	23.02.1942	M	M	DALTON15@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	8439 TEAK ST	1 (11) 500 555-0129
	      18769	A		AW00018769	03.08.1943	M	F	THERESA9@ADVENTURE-WORKS.COM	  40.000,000	BACHELORS	MANAGEMENT	        00001	           2	345 BISCA Y COURT	1 (11) 500 555-0176
	      18770	A		AW00018770	05.06.1976	S	M	AARON50@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	7792 WOODRUFF LANE	367-555-0197
	      18771	A		AW00018771	03.01.1976	S	M	ROBERT55@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	4429 PINE CREEK WAY	669-555-0150
	      18772	A		AW00018772	12.02.1976	M	F	JULIA19@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	2973 STEVEN CIRCLE	114-555-0129
	      18773	A		AW00018773	13.07.1976	M	F	CASSIDY0@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	3284 PHEASANT COURT	273-555-0123
	      18774	A		AW00018774	19.06.1976	S	M	JUSTIN9@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	6559 VIA RERRARI	191-555-0115
	      18775	A		AW00018775	18.05.1975	M	F	ANDREA15@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	3392 EL DORADO	757-555-0172
	      18776	A		AW00018776	06.10.1975	S	M	CONNOR50@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	887 REDWOOD ROAD	891-555-0180
	      18777	A		AW00018777	26.07.1974	S	M	RICHARD13@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	9852 SHIRLEY DR	208-555-0134
	      18778	A		AW00018778	08.07.1974	M	M	MIGUEL59@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	6455 GARNET LANE	187-555-0148
	      18779	A		AW00018779	22.04.1974	M	M	JOSE48@ADVENTURE-WORKS.COM	  30.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	5613 EAST ALTARINDA DRIVE	197-555-0139
	      18780	A		AW00018780	09.05.1973	S	M	EVAN35@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	419 RIVER ASH COURT	697-555-0113
	      18781	A		AW00018781	13.04.1972	S	M	HUNTER54@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00000	           1	4302 OAKLEAF CT.	197-555-0167
	      18782	A		AW00018782	23.04.1972	M	M	PATRICK25@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00001	           1	6485 LANGLEY CT.	538-555-0132
	      18783	A		AW00018783	19.04.1968	S	M	MICHAEL46@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00000	           1	1970 NAPA CT.	743-555-0126
	      18784	A		AW00018784	02.04.1968	M	F	TRINITY1@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	MANAGEMENT	        00001	           1	4557 ROLLING HILL WAY	259-555-0199
	      18785	A		AW00018785	05.11.1967	S	F	SARA18@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           2	256 GUMWOOD DR	870-555-0111
	      18786	A		AW00018786	16.10.1967	S	M	DUSTIN15@ADVENTURE-WORKS.COM	 120.000,000	BACHELORS	MANAGEMENT	        00000	           4	2292 SPRINGLAKE DRIVE	352-555-0145
	      18787	A		AW00018787	14.05.1963	M	F	MYA4@ADVENTURE-WORKS.COM	  80.000,000	BACHELORS	MANAGEMENT	        00001	           0	5917 PANORAMIC AVENUE	114-555-0195
	      18788	A		AW00018788	02.03.1968	S	F	MADISON16@ADVENTURE-WORKS.COM	  90.000,000	BACHELORS	MANAGEMENT	        00001	           1	5967 GREYSTONE DR.	697-555-0160
	      18789	A		AW00018789	21.04.1968	S	M	SETH17@ADVENTURE-WORKS.COM	 110.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           2	7992 ELM ROAD	683-555-0147
	      18790	A		AW00018790	26.09.1979	M	F	JULIA36@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	8315 NEAR CT.	302-555-0133
	      18791	A		AW00018791	23.08.1979	S	F	MEGAN34@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	9652 LOS ANGELES	952-555-0115
	      18792	A		AW00018792	24.08.1979	M	F	GABRIELLA2@ADVENTURE-WORKS.COM	  40.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	1829 SATIN COURT	193-555-0123
	      18793	A		AW00018793	19.04.1944	M	M	ANGEL10@ADVENTURE-WORKS.COM	  20.000,000	HIGH SCHOOL	SKILLED MANUAL	        00000	           2	5812 CINCERTO CIRCLE	1 (11) 500 555-0110
	      18794	A		AW00018794	20.03.1979	S	M	ANDREW14@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           1	7808 BROWN ST.	689-555-0149
	      18795	A		AW00018795	04.09.1978	S	M	NATHAN15@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL HIGH SCHOOL	CLERICAL	        00000	           2	570 HIGHRIDGE COURT	161-555-0119
	      18796	A		AW00018796	06.12.1947	M	M	MARVIN2@ADVENTURE-WORKS.COM	  10.000,000	HIGH SCHOOL	SKILLED MANUAL	        00001	           2	1354 CATNIP COURT	1 (11) 500 555-0118
	      18797	A		AW00018797	24.03.1978	S	M	EVAN16@ADVENTURE-WORKS.COM	  40.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00000	           1	6900 BELLORD CT.	794-555-0159
	      18798	A		AW00018798	13.06.1978	M	F	ANDREA45@ADVENTURE-WORKS.COM	  60.000,000	PARTIAL COLLEGE	SKILLED MANUAL	        00001	           2	1658 STONYHILL CIRCLE	306-555-0110
	      18799	A		AW00018799	24.10.1971	M	M	JACOB17@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	3114 NOTRE DAME AVE.	128-555-0173
	      18800	A		AW00018800	12.10.1971	M	F	JENNIFER8@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	1074 LORI DRIVE	158-555-0148
	      18801	A		AW00018801	21.03.1971	M	F	DAWN30@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	1019 CARLETTO DRIVE	976-555-0113
	      18802	A		AW00018802	11.10.1971	M	M	MARIO1@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	4951 G STREET	602-555-0112
	      18803	A		AW00018803	27.11.1971	M	M	CEDRIC19@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	26 PLYMOUTH DR.	433-555-0141
	      18804	A		AW00018804	26.05.1971	M	M	AARON16@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	SKILLED MANUAL	        00001	           0	4247 BELLOWS CT	647-555-0136
	      18805	A		AW00018805	21.06.1972	M	F	TRACY4@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	7427 FERN LEAF LANE	242-555-0116
	      18806	A		AW00018806	08.09.1972	M	F	KAITLYN60@ADVENTURE-WORKS.COM	  50.000,000	BACHELORS	SKILLED MANUAL	        00001	           0	3340 BAYWOOD DRIVE	635-555-0110
	      18807	A		AW00018807	14.07.1964	S	M	SPENCER2@ADVENTURE-WORKS.COM	 130.000,000	GRADUATE DEGREE	MANAGEMENT	        00000	           2	1496 CHILPANCINGO	503-555-0131
	      18808	A		AW00018808	26.04.1956	S	F	GABRIELLE55@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	5993 BAYWOOD DRIVE	988-555-0180
	      18809	A		AW00018809	08.04.1956	M	M	JASON47@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	1078 ALOE VERA ROAD	797-555-0190
	      18810	A		AW00018810	24.06.1934	M	M	CASEY36@ADVENTURE-WORKS.COM	  60.000,000	GRADUATE DEGREE	MANAGEMENT	        00001	           2	1841 PRESTWICK DRIVE	352-555-0114
	      18811	A		AW00018811	27.06.1963	M	M	SAMUEL6@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	2192 PACIFICA AVE	240-555-0173
	      18812	A		AW00018812	06.04.1963	S	M	KYLE45@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	9884 PACIFICA AVE.	274-555-0116
	      18813	A		AW00018813	09.05.1963	S	F	KRISTY4@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	8732 CAROB WAY	226-555-0181
	      18814	A		AW00018814	17.07.1963	S	M	EVAN39@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           1	4428 JONES RD.	766-555-0180
	      18815	A		AW00018815	16.06.1963	M	F	ABIGAIL5@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           1	8585 LOS GATOS CT.	329-555-0186
	      18816	A		AW00018816	15.06.1963	S	F	TAYLOR47@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           1	319 DALE PL.	753-555-0165
	      18817	A		AW00018817	14.01.1963	S	F	BRITTANY18@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           2	1437 DOON CR	118-555-0149
	      18818	A		AW00018818	16.03.1963	M	M	LUCAS76@ADVENTURE-WORKS.COM	 130.000,000	BACHELORS	MANAGEMENT	        00001	           3	3848 MT. DIABLO ST.	476-555-0141
	      18819	A		AW00018819	26.04.1963	M	F	MIRANDA1@ADVENTURE-WORKS.COM	 150.000,000	BACHELORS	MANAGEMENT	        00001	           2	7475 PEACHWILLOW STREET	278-555-0150
	      18820	A		AW00018820	02.02.1963	M	F	ALEXANDRIA42@ADVENTURE-WORKS.COM	 160.000,000	BACHELORS	MANAGEMENT	        00001	           4	8048 ROSINA COURT	203-555-0130
	      18821	A		AW00018821	16.12.1962	S	M	JUAN23@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           2	4032 WOODRUFF LN.	848-555-0112
	      18822	A		AW00018822	25.06.1962	M	M	GREGORY26@ADVENTURE-WORKS.COM	  90.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           3	4055 LEONARD CT.	882-555-0118
	      18823	A		AW00018823	26.04.1962	S	M	RUSSELL9@ADVENTURE-WORKS.COM	 110.000,000	BACHELORS	MANAGEMENT	        00000	           1	3309 CLAYTON WAY	719-555-0182
	      18824	A		AW00018824	24.08.1962	M	M	ELIJAH31@ADVENTURE-WORKS.COM	 120.000,000	HIGH SCHOOL	PROFESSIONAL	        00001	           4	2535 PARK LANE	620-555-0143
	      18825	A		AW00018825	22.09.1962	M	M	BRANDON37@ADVENTURE-WORKS.COM	 130.000,000	BACHELORS	MANAGEMENT	        00001	           4	8753 JACARANDA DR.	179-555-0159
	      18826	A		AW00018826	27.06.1961	M	F	ALLISON24@ADVENTURE-WORKS.COM	  70.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00000	           3	1804 B SOUTHAMPTON RD.	334-555-0139
	      18827	A		AW00018827	22.11.1961	S	F	CARMEN15@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           3	9327 ROLAND DRIVE	990-555-0183
	      18828	A		AW00018828	16.02.1961	M	F	MORGAN17@ADVENTURE-WORKS.COM	  80.000,000	PARTIAL COLLEGE	PROFESSIONAL	        00001	           3	1121 FERRY STREET	165-555-0175
